авантюри́ст,adventurer,,,
авиацио́нный,aviation (adj),,,
агити́ровать (i),"to agitate, campaign",i агитирую,,
акт,act (of play) / document,,,
а́ли,or (coll) (= или),#NAME?,,
аргуме́нт,argument,,,
астроно́мия,astronomy,,,
ба́зис,basis,,,
балова́ться (i),"to play about, indulge os",i балуюсь,,
бар,bar,,,
ба́рхатный,velvet (adj),,,
спиртно́й,alcoholic (adj),спиртные напитки alcoholic drinks,,
башма́к,shoe,g sg башмака,,
бе́дно,"poorly, cheaply",,,
безве́стный,unknown,,,
безгра́мотный,illiterate,,,
безделу́шка,"knick-knack, trinket",g pl безделушек,,
безде́льник,idler,,,
бездо́нный,bottomless,,,
бережли́вость (f),thrift,f,,
берёт,beret,,,
беспла́тно,free (without payment),,,
беспрепя́тственный,"unimpeded, unhindered",,,
бесстра́шно,fearlessly,,,
бе́шенство,fury / rabies,,,
био́лог,biologist,,,
би́ржа,exchange / stock exchange биржа труда labour exchange,,,
сноси́ть/снести́ (+a),"to demolish / take down, take off / carry away","i сношу, сносишь / p снесу, снесёшь, past снёс, снесла",,
бланк,form (document),,,
бли́зиться/при-,to draw near,"i ближусь, близишься",,
близору́кий,short-sighted,,,
блужда́ть (i),to wander,i,,
бога́то,richly,,,
боеприпа́сы (pl),ammunition,g pl боеприпасов,,
бо́йня,slaughter-house,g pl боен,,
бо́язно (+d) (+inf),afraid (coll),Ей боязно She’s afraid,,
брешь (f),breach,,,
булы́жник,cobble-stone / cobbles,,,
бу́ркать/бу́ркнуть,"to mutter, growl (coll)",,,
валю́та,currency / foreign currency,твёрдая валюта hard currency,,
ва́тный,quilted / cotton wool (adj),,,
ввысь,upwards,,,
вдого́нку,in pursuit (coll),пуститься вдогонку за кем-нибудь to rush off after s.o.,,
ве́нский,Viennese,,,
ве́риться (i) (+d),to believe,"i Мне не верится, что ... I cannot believe that...",,
ве́рсия,version,,,
ве́стник,messenger,,,
устарева́ть/устаре́ть,"to become obsolete, go out of date","p устарею, устареешь",,
взрыва́ться/взорва́ться,to explode,"p взорвусь, взорвёшься",,
взя́тие,"taking, capture",,,
взя́тка,bribe,g pl взяток,,
вини́ть/об- (+a в +pr),to accuse (s.o. of sth),,,
вку́сно,tasty,,,
тону́ть/у-,to drown,"p утону, утонешь / тонуть i/утопать i",,
вла́стно,imperiously,,,
вла́стный,imperious / authoritative,,,
влечь (р) (+a),to draw / attract,"p влеку, влечёшь, влекут, past влёк, влекла",,
во́доросль (f),seaweed,f,,
возбужда́ющий,"arousing, stimulating",,,
возбуждённо,excitedly,,,
воздвига́ть/воздви́гнуть (+a),"to raise, erect","p past воздвиг, воздвигла",,
возде́йствовать (i/p) (на +a),"to affect, influence, put pressure on",i/p воздействую,,
возмуща́ть/возмути́ть (+a),"to anger, outrage","p возмущу, возмутишь",,
вооружа́ться/вооружи́ться,to arm os,,,
восемна́дцатый,eighteenth,,,
воскреса́ть/воскре́снуть,to come back to life / revive,"p past воскрес, воскресла",,
воспи́тываться/воспита́ться,to be brought up / be fostered,,,
вражда́,enmity,,,
вражде́бно,hostilely,,,
предвы́борный,election (adj),предвыборная кампания election campaign,,
врозь,separately,жить врозь to live apart,,
все́нощная,night service (church),,,
всеросси́йский,all-Russian,,,
вы́борный,electoral / elected,выборная должность elective office,,
выбыва́ть/вы́быть (из +g),to leave (formal),"p выбуду, выбудешь",,
выгова́ривать/вы́говорить (+a),"to pronounce, articulate / (coll, i only) tell off, reprimand",,,
выжива́ть/вы́жить,to survive,"p выживу, выживешь",,
выки́дывать/вы́кинуть (+a),to throw out,,,
вы́метать/вы́мести (+a),to sweep out,"p вымету, выметешь, past вымел",,
вы́плата,payment,,,
выполня́ться (i),to be fulfilled,i выполняется,,
вы́пуклый,"prominent, bulging / convex",,,
вышвы́ривать/вы́швырнуть (+a),"to throw out, chuck out (coll)",,,
га́вань (f),harbour,f,,
герб,coat of arms,,,
геро́йство,heroism,,,
гимна́стика,gymnastics,,,
голу́бчик,my dear (coll),,,
гонора́р,fee / royalties,,,
гоня́ться (i) (за +inst),to chase (after),i гоняюсь,,
горячи́ться/раз-,to get excited,,,
гражда́нка,citizen (f),g pl гражданок,,
гре́ться/по-,to warm os,"i греюсь, греешься",,
гу́лко,resonantly / with an echoing sound,,,
гуля́нье,"festival, fete, open-air party",,,
девятна́дцатый,nineteenth,,,
деле́ц,wheeler-dealer,g sg дельца,,
де́рзость (f),rudeness / audacity,f,,
доброта́,"goodness, kindness",no pl,,
доистори́ческий,prehistoric,,,
документа́льный,documentary (adj),,,
до́мна,blast furnace,g pl домен,,
доса́дно,annoying,"Ей было досадно, что он опоздал She was annoyed that he came late",,
достове́рность (f),"authenticity, reliability",f,,
драть/со- (+a),to tear / thrash / fleece (coll),"i деру, дерёшь, f past драла / разо- p/со- p",,
дубо́вый,oak (adj),,,
дури́ть (i),"to be naughty, fool about (coll)",f,,
ды́мный,smoky,,,
ды́мчатый,smoke-coloured,,,
дья́кон,deacon,,,
дя́дька (m),"uncle / man, bloke (coll)","m, g pl дядек",,
ель (f),fir / spruce,f,,
ёмкость (f),capacity,f,,
жгу́чий,burning,,,
жела́тельно,(it is) desirable,,,
жерло́,"mouth, muzzle","nom pl жерла, g pl жерл",,
жёрнов,millstone,nom pl жернова,,
жизнера́достный,"cheerful, happy",,,
забве́ние,oblivion,,,
забо́тливо,solicitously,,,
забрести́ (р),"to wander in, drop in / stray","p забреду, забредёшь, past забрёл, забрела",,
зага́р,suntan,,,
загиба́ть/загну́ть (+a),to bend,,,
загора́живать/загороди́ть (+a),to fence in / obstruct,"p загорожу, загородишь",,
загру́зка,loading,,,
заде́ржка,delay,g pl задержек,,
зазвене́ть (р),to begin to ring,p зазвенит,,
зала́дить (р) (+a),to keep repeating (sth) / (+inf) get into the habit of (coll),"p залажу, заладишь",,
залета́ть/залете́ть (в +a),to fly in / (за +a) fly behind,"p залечу, залетишь",,
залива́ться/зали́ться,to be flooded / (+inst) start to do sth vigorously,"p зальюсь, зальёшься, past залился, залилась / залиться смехом to burst out laughing",,
маскирова́ть/за- (+a),"to disguise, camouflage",p замаскирую,,
западня́,trap,g pl западней,,
зара́за,infection / (coll) pest,,,
заража́ть/зарази́ть (+a +inst),to infect (s.o. with sth),"p заражу, заразишь",,
ре́зать/за- (+a),to kill,"p зарежу, зарежешь",,
заслоня́ть/заслони́ть (+a),"to shield, conceal, screen",i заслоняю,,
обнадёживать/обнадёжить (+a),"to give hope (to), reassure",,,
затворя́ть/затвори́ть (+a),to close,"p затворю, затворишь",,
зате́риваться/затеря́ться,"to go missing, be mislaid / vanish (coll)",p затеряюсь,,
захло́пывать/захло́пнуть (+a),"to bang, slam",,,
защища́ться/защити́ться,to defend os / defend one’s thesis (for a higher degree),,,
зева́ть/зевну́ть,to yawn,,,
земледе́льческий,agricultural,,,
злоде́й,villain,,,
зо́рко,"sharp-sightedly, vigilantly",,,
зять (m),son-in-law / brother-in-law,"m / nom pl зятья, g pl зятьёв",,
идеали́зм,idealism,,,
издава́ться/изда́ться,to be published,i издаётся,,
и́здавна,since long ago,,,
изда́тельский,publishing (adj),,,
изумлённо,with amazement,,,
буржуази́я,bourgeoisie,,,
кла́ссовый,class (political) (adj),классовая борьба class struggle,,
алма́з,(uncut) diamond,,,
сосу́д,vessel,,,
монопо́лия,monopoly,,,
пятиле́тка,five-year plan,g pl пятилеток,,
чайка́,seagull,g pl чаек,,
кислота́,acid / acidity,nom pl кислоты,,
ко́нсул,consul,,,
австрйец,Austrian,g sg австрийца,,
австри́йский,Austrian,,,
о́корок,"ham, gammon",nom pl окорока,,
майо́р,major,,,
всесою́зный,all-union (relating to all the republics of the USSR),,,
углеро́д,carbon,,,
управля́ющий (+inst),manager,,,
колониа́льный,colonial,,,
красноармёец,Red Army soldier,g sg красноармейца,,
шарф,scarf,,,
волосо́к,(a) hair,,,
специализи́рованный,specialized,,,
экспе́рт,expert,,,
ара́б,Arab,,,
бе́женец,refugee,,,
ва́хта,watch (on ship) / special work shift,,,
трест,trust / group of companies,,,
хоккеи́ст,hockey player,,,
вса́дник,horseman,,,
вычисли́тельный,"calculating, computing",вычислительная техника computers,,
гипс,plaster (of Paris),,,
обща́ться (i) (с +inst),"associate, socialize (with)",i,,
загото́вка,state order (for goods) / stocking up,g pl заготовок,,
мона́рхия,monarchy,,,
нра́вственность (f),morality,f,,
дли́тельность (f),duration,f,,
мише́нь (f),target,f,,
зарпла́та (за́работная пла́та),"pay, wages, salary",,,
тра́сса,"route, course (of road etc.)",воздушная трасса airway,,
каза́чий,Cossack (adj),"f казачья, n казачье",,
куха́рка,cook (f),g pl кухарок,,
облига́ция,bond,,,
вальс,waltz,,,
кормово́й,stem (of ship - adj) / fodder (adj),,,
астроно́м,astronomer,,,
воззре́ние,"opinion, outlook",,,
ко́декс,"code, codex",,,
эфи́р,air (broadcasting) / ether,выйти в эфир to go on the air,,
зола́,"ashes, cinders",no pl,,
ки́тель (m),"military jacket, high-necked tunic",nom pl кителя,,
концентра́ция,concentration,,,
обожда́ть (р) (+a),to wait (coll),"p обожду, обождёшь",,
превосходи́тельство,excellency (title),,,
буржу́й,bourgeois (noun) (coll),,,
иде́йный,ideological / containing ideas / progressive / high-principled,,,
электро́нный,electronic,,,
букси́р,tugboat / tow-rope,,,
лаке́й,lackey / servant,,,
про́пуск,"pass, permit / blank, gap","(nom pl пропуска) pass, permit / (nom pl пропуски) blank, gap",,
оса́док,sediment / deposition / after-taste,"осадки precipitation (rain, snow)",,
расти́тельный,vegetable (adj),растительное масло vegetable oil,,
яче́йка,cell,g pl ячеек,,
артиллери́ст,gunner,,,
сосуществова́ние,coexistence,,,
ози́мый,winter of crops,озимые winter crops,,
пору́чик,lieutenant (tsarist army),,,
го́рничная,maid (servant),,,
терра́са,terrace,,,
вселённая,universe,,,
люк,"hatch, hatchway, manhole",,,
ске́птик,sceptic,,,
светя́щийся,luminous,,,
хруста́ль (m),"crystal, cut glass",m / g sg хрусталя,,
плуг,plough,nom pl плуги,,
часту́шка,"chastushka, witty rhyme",,,
ши́рма,screen,,,
сою́зный,allied / of the USSR,,,
спекуля́нт,speculator,,,
тре́нер,"trainer, coach",,,
брусо́к,"bar, ingot",,,
грани́т,granite,,,
кро́лик,rabbit,,,
монумента́льный,monumental,,,
водоро́д,hydrogen,,,
очко́,"point (in scoring) / (pl) glasses, spectacles","nom pl очки, g pl очков / в очках wearing glasses",,
рудни́к,mine (for minerals),g sg рудника,,
футбо́л,football,,,
ху́тор,farm / Ukrainian hamlet,nom pl хутора,,
потребле́ние,consumption,товары широкого потребления consumer goods,,
республика́нский,republican,,,
кра́тер,crater,,,
атмосфе́рный,atmospheric,,,
светово́й,"light (adj, as in ‘light year’)",световые полосы strips of light,,
стани́ца,Cossack village,,,
ру́да,ore,nom pl руды,,
ба́бка,grandmother / old woman (coll),g pl бабок,,
кана́дец,Canadian (man),,,
кукуру́за,maize,,,
лири́ческий,lyrical,,,
на́ры (pl),"bunk, plank-bed",g pl нар,,
научно-техни́ческий,scientific and technical,,,
се́рный,sulphuric,,,
фланг,flank,,,
шестёрка,six / group of six,g pl шестёрок,,
шеф,"boss, chief",,,
брус,beam (of wood or metal),"nom pl брусья, g pl брусьев",,
еги́петский,Egyptian,,,
излуча́ть/излучи́ть (+a),to radiate,,,
коммунисти́ческий,communist (adj),,,
контрреволю́ция,counter-revolution,,,
котлова́н,"foundation pit, trench",,,
ли́нза,lens,,,
обо́з,string of carts / military transport,,,
аж,even (coll) (= даже),#NAME?,,
буфе́тчик,barman,,,
кубоме́тр,cubic metre,,,
курга́н,"barrow, burial mound",,,
металлурги́ческий,metallurgical,,,
обсервато́рия,observatory,,,
отчётный,"report (adj), reporting",отчётный доклад report,,
платёжный,payment (adj),,,
платёж,payment,g sg платежа,,
поку́да,while (coll) (= пока),#NAME?,,
со́чный,"juicy, rich",,,
су́ша,(dry) land (opposite of sea),,,
агита́тор,agitator,,,
альпи́йский,alpine,,,
ба́тя (m),"dad, father (coll) (= батюшка)",#NAME?,,
большеви́стский,Bolshevik (adj),,,
стаби́льность (f),stability,f,,
гимнази́ст,grammar-school pupil,,,
изумру́д,emerald,,,
проекти́рование,planning,,,
урожа́йность (f),"crop productivity, yield",f,,
физкульту́ра,physical training,,,
у́стный,oral,устный экзамен oral examination,,
вы́емка,taking out / collection (of letters),,,
гармо́шка,accordion (coll),g pl гармошек,,
горко́м,town committee,#ERROR!,,
заря́женный,loaded (of weapon),,,
карава́н,caravan / convoy,,,
кро́на,crown (of tree) / crown (currency),,,
меха́ника,mechanics,,,
наки́дка,"cloak, mantle, cape",g pl накидок,,
отставля́ть/отста́вить (+a),to set aside,"p отставлю, отставишь",,
павильо́н,pavilion,,,
патру́ль (m),patrol,m,,
порто́вый,port (adj),,,
проси́ться/по- (+inf or в/на +a),to ask for,"i прошусь, просишься",,
ску́льптор,sculptor,,,
упира́ться/упере́ться (в +a),to lean (against) / come up against,,,
уполномо́ченный,plenipotentiary / person authorized,,,
ша́йба,washer / (hockey) puck,,,
шта́тский,civilian (adj) (not military),,,
штык,bayonet,g sg штыка,,
альбо́м,album,,,
Богоро́дица,the Virgin,,,
валово́й,gross (adj),валовой доход gross income / валовой национальный продукт gross national product,,
гол,goal (sport),"nom pl голы, g pl голов",,
гру́зчик,docker / freight handler,,,
двусторо́нний,"double-sided, two-way / bilateral",,,
девальва́ция,devaluation,,,
десяти́на,desiatina (about a hectare),,,
козырёк,peak (of cap),g sg козырька / взять под козырёк to salute,,
субъекти́вный,subjective,,,
вожжа́,rein,"nom pl вожжи, g pl вожжей",,
га́мма,"scale / gamut, range",,,
карни́з,cornice / ledge,,,
древеси́на,timber,,,
опро́с,survey / questioning,опрос общественного мнения opinion poll,,
католи́ческий,Catholic (adj),,,
коме́та,comet,,,
литера́тор,"literary man, man of letters",,,
перево́зка,transportation,g pl перевозок,,
подви́жный,"mobile, agile",,,
прое́ктный,planning (adj) / projected,,,
ра́ковина,"(sea)shell / sink, wash-basin",,,
се́мечко,(small) seed,"nom pl семечки, g pl семечек",,
сёра́,sulphur,,,
смета́на,sour cream,,,
суждено́ (+d +inf),it is fated,Нам суждено было встретиться We were fated to meet,,
ввод,bringing in,,,
внешнеполити́ческий,foreign-policy (adj),,,
вреди́тель (m),pest,m,,
дота́ция,subsidy,,,
жиле́тка,waistcoat,g pl жилеток,,
заболева́ние,illness,,,
зака́лка,"physical training, fitness",,,
за́лежь (f),(mineral) deposit,f,,
зерново́й,grain (adj),,,
изготовля́ться/изгото́виться,to be manufactured / get ready,i изготовляется,,
инспе́кция,inspection,,,
коллективиза́ция,collectivization,,,
констру́кторский,design (adj),,,
коопера́ция,cooperation,,,
лесни́чий,"forest warden, ranger",,,
лише́ние,deprivation,лишение свободы imprisonment,,
производи́тель (m),producer,m,,
фено́мен,phenomenon,,,
ради́ст,radio operator,,,
упро́чение,strengthening,,,
ура́н,uranium,,,
хам,boor (coll),,,
хруста́льный,crystal (adj),,,
алкого́лик,alcoholic (noun),,,
чрева́тый (+inst),fraught (with),Это чревато опасностью This is fraught with danger,,
геогра́фия,geography,,,
душе́вно,mentally / cordially,,,
и́звесть (f),lime (chemical),f,,
коню́шня,stable,g pl конюшен,,
кру́па,groats (grain),,,
лягу́шка,frog,g pl лягушек,,
металлу́ргия,metallurgy,,,
мыс,"cape, promontory",pr sg на мысе or на мысу,,
обсле́довать (i/p) (+a),to investigate,i/p обследую,,
отре́з,cut,,,
переми́рие,truce,,,
плот,raft,g sg плота,,
предусма́триваться (i),"to be envisaged, be stipulated",i,,
принужде́ние,compulsion,,,
приро́ст,increase,,,
разга́дывать/разгада́ть (+a),"to guess, work out",,,
растворя́ть/раствори́ть (+a),to open / dissolve,"p -творю, -творишь",,
реакти́вный,jet-propelled,,,
рысь (f),trot / lynx,f / на рысях at a trot,,
рюкза́к,rucksack,g sg рюкзака,,
связи́ст,signaller / communications engineer,,,
синтети́ческий,synthetic,,,
сострада́ние,compassion,,,
старт,start (sport),,,
суши́ть/вы- (+a),to dry (sth),"i сушу, сушишь",,
дека́да,ten-day period,,,
завоева́тель (m),conqueror,m,,
кату́шка,"reel, spool",g pl катушек,,
кита́ец,Chinaman,g sg китайца,,
комендату́ра,commandant’s office,,,
котле́та,"cutlet / meatball, hamburger",,,
математи́ческий,mathematical,,,
микрофо́н,microphone,,,
обостре́ние,"intensification, sharpening",,,
пира́т,pirate,,,
пла́вки (pl),swimming trunks,g pl плавок,,
пова́ренный,culinary,поваренная книга cookery book,,
престаре́лый,"aged, of advanced years",дом для престарелых old people’s home,,
пурга́,blizzard,no pl,,
репортёр,reporter,,,
сви́нство,swinish trick (coll),,,
секрета́рша,(female) secretary (coll),,,
таёжный,taiga (adj),,,
убеждённость (f),conviction,f,,
шотла́ндский,Scottish,,,
шпа́га,sword,,,
штабно́й,"staff, headquarters (adj)",,,
щепа́,"splinter, chip","nom pl щепы, g pl щеп, d pl щепам",,
эволю́ция,evolution,,,
эква́тор,equator,,,
ягнёнок,lamb,"nom pl ягнята, g pl ягнят",,
австрали́йский,Australian (adj),,,
антисемити́зм,antisemitism,,,
боб,bean,g sg боба,,
була́вка,pin,g pl булавок,,
вата́га,"band, gang",,,
воззва́ние,appeal,,,
всеме́рный,"utmost, every kind of",всемерная помощь all possible assistance,,
дебю́т,debut,,,
естествозна́ние,natural science,,,
милосе́рдие,"mercy, charity",,,
карусе́ль (f),"merry-go-round, carousel",f,,
кондиционе́р,air conditioner,,,
хозрасчёт,self-financing,,,
чутьё,"scent / instinct, intuition",женское чутьё female intuition,,
накалённый,white-hot / tense,,,
нова́тор,innovator,,,
оптима́льный,optimal,,,
о́стов,framework,,,
отсе́к,compartment,,,
прищу́риваться/прищу́риться,"to screw up one’s eyes, half close one’s eyes",,,
пробе́г,"run, race",,,
прослези́ться (р),to shed tears,"p прослежусь, прослезишься",,
скула́,cheekbone,nom pl скулы,,
раке́тный,rocket (adj),,,
резьба́,carving,,,
родово́й,ancestral / generic / birth (adj),,,
социал-демократи́ческий,social-democratic,,,
туале́т,toilet,,,
футболи́ст,footballer,,,
чемода́нчик,small suitcase,,,
шовини́зм,chauvinism,,,
шо́ры (pl),blinkers,g pl шор,,
ава́нс,advance (payment),,,
атеисти́ческий,atheistic,,,
ба́бушкин,grandmother’s (possessive adj),в бабушкином доме in grandmother’s house,,
ги́псовый,plaster,,,
е́ресь (f),heresy,f,,
засте́нок,torture-chamber,,,
кефи́р,"kefir, yoghurt-type drink",,,
извеща́ть/извести́ть (+a),"to inform, notify (bookish)","p извещу, известишь",,
кала́ч,kalach (small white loaf),g sg калача / тёртый калач old hand,,
кли́чка,nickname / name (of pet animal),g pl кличек,,
колоко́льчик,small bell / bluebell,,,
компози́ция,composition,,,
ко́нтур,contour / outline / electrical circuit,,,
координа́ция,coordination,,,
ко́чка,hummock,g pl кочек,,
ку́бик,child’s building brick,,,
ку́ра,hen (coll) (=курица),#NAME?,,
куста́рник,"bushes, shrubs",,,
леднико́вый,glacial,,,
лепи́ть/вы- (+a),"to model, mould","i леплю, лепишь / вы-, с- р",,
ли́рика,lyric poetry,,,
ме́длить (i),"to be slow, tarry",i,,
ми́ленький,"sweet, nice, dear",,,
моза́ика,mosaic,,,
нагрева́ться/нагре́ться,"to warm os, warm up",,,
обновле́ние,renovation,,,
познава́ть/позна́ть (+a),"to get to know, experience","i познаю, познаёшь",,
приостана́вливаться/приостанови́ться,"to stop (for a while), pause","p приостановлюсь, приостановишься",,
расписа́ние,timetable,,,
са́жа,soot,,,
свети́ло,luminary,,,
сече́ние,cutting / section,,,
сли́ва,plum,,,
сноше́ние,intercourse,"сношения dealings, relations",,
ту́ша,carcass,,,
упря́жка,"team (of horses, dogs) / harness",g pl упряжек,,
утопи́ческий,utopian,,,
ходово́й,"(coll) popular / operational, working",ходовые мнения popular opinions,,
чувстви́тельность (f),sensitivity,f,,
чу́дный,wonderful,,,
фа́ра,headlamp,,,
шлюз,"lock, sluice",,,
шов,seam,,,
шрам,scar,,,
эмигра́нт,"emigrant, emigre",,,
азо́т,nitrogen,,,
аристокра́т,aristocrat,,,
бес,demon,,,
бесе́дка,summer-house,g pl беседок,,
благоустро́йство,equipping with amenities,,,
боло́тный,marsh (adj),,,
бро́шка,brooch,g pl брошек,,
варьи́ровать (i) (+a),"to vary, modify",i варьирую,,
ветви́ться/раз-,to branch,,,
вишь,look!,,,
водопрово́д,water-pipe,,,
возбужда́ться/возбуди́ться,to become aroused,,,
восково́й,wax (adj),,,
восторга́ться (i) (+inst),to be delighted (with),i,,
кинотеа́тр,cinema,,,
до́ступ (к +d),access (to),,,
объе́кт,"object / construction site, building",,,
губерна́тор,governor,,,
дворя́нство,gentry,,,
диви́ться/по- (+d),"to wonder, marvel (at) (coll)","i дивлюсь, дивишься",,
дикта́тор,dictator,,,
жёлоб,"gutter, chute",nom pl желоба,,
военно-морско́й,naval,,,
жи́лка,vein,романтическая жилка romantic streak,,
измельчённый,"crumbled, chopped up",,,
испаре́ние,evaporation,,,
ка́тер,"cutter, launch (boat)",nom pl катера,,
тексти́льный,textile (adj),,,
тюк,bale,g sg тюка,,
отва́л,"slag-heap, dump",до отвала to satiety,,
истече́ние,"outflow / expiry, termination","по истечении +g on the expiry of, after",,
кероси́новый,kerosene (adj),,,
ко́нус,cone,,,
крепостни́чество,serfdom,,,
ледо́вый,ice (adj),,,
лепёшка,"flat cake / scone / lozenge, pastille",g pl лепёшек,,
лесни́к,"forester, forest ranger",g sg лесника,,
ма́ксимум,maximum,,,
машини́стка,typist,g pl машинисток,,
общенаро́дный,"national, of the whole people",,,
оригина́л,original / eccentric (noun),,,
ориента́ция,orientation,,,
осыпа́ть / осы́пать (i/p) (+a +inst),to shower (s.o. / sth with sth),"осыпа́ть/осы́пать / p осы́плю, осы́плешь",,
пёрышко,(little) feather (coll),"nom pl пёрышки, g pl пёрышек",,
пе́ший,"pedestrian, foot (adj)",,,
пи́терский,St Petersburg (adj) (coll),,,
победоно́сный,victorious,,,
кара́ть/по- (+a),to punish,,,
полково́й,regimental,,,
припи́ска,(written) addition,g pl приписок,,
проме́ж (+g or +inst),between (coll),,,
резе́ц,cutting tool / incisor (tooth),,,
репроду́кция,reproduction,,,
рисова́ться (i),"to show off, pose / seem",i рисуюсь,,
рукоя́тка,handle,g pl рукояток,,
серп,sickle,g sg серпа,,
сире́нь (f),lilac,f,,
собачо́нка,little dog (coll),g pl собачонок,,
соприкоснове́ние,contact,,,
сплав,alloy,,,
срез,cut / cut edge,,,
сток,flow / drain,,,
стру́йка,"thin stream, trickle",g pl струек,,
сыр,cheese,"pr sg в сыре/в сыру, nom pl сыры",,
термо́метр,thermometer,,,
транспортиро́вка,transportation,,,
трюм,hold (of ship),,,
уго́дье,usable land,g pl угодий / полевые угодья arable land / охотничьи угодья hunting grounds,,
уцеле́вший,surviving,,,
уча́стница,participant (f),,,
име́ние,estate,,,
инсти́нкт,instinct,,,
интенси́вный,intensive,,,
испа́нский,Spanish (adj),,,
изво́зчик,"carrier, cabman",,,
иссле́довательский,research (adj),,,
кавка́зский,"Caucasian, of the Caucasus",,,
каза́рма,barracks,,,
капка́н,trap,,,
карьери́ст,careerist,,,
кастрю́ля,saucepan,g pl кастрюль,,
ка́шель (m),cough,m,,
кинжа́л,dagger,,,
кишка́,"gut, intestine",g pl кишок,,
клино́к,blade,,,
кло́ун,clown,,,
клубо́к,ball (of wool etc.),,,
кобе́ль (m),male dog,m / g sg кобеля,,
кое-како́й,"some, certain",Он сообщил кое-какие новости He gave us certain items of news,,
комме́рческий,commercial,коммерческий магазин privately-owned shop,,
коллекционе́р,collector,,,
коло́дец,well,,,
колоти́ть/по- (+a),to batter,"i колочу, колотишь",,
колю́чка,prickle,g pl колючек,,
компле́кт,"set, complete set",,,
конво́й,escort,,,
коньки́ (m pl),skates,m pl / g pl коньков,,
конья́к,"cognac, brandy",g sg коньяка,,
координи́ровать (i/p) (+a),to coordinate,(i/p) координирую,,
копоши́ться (i),to swarm,i,,
копчёный,smoked,,,
копьё,spear,"nom pl копья, g pl копий",,
королёвский,royal,,,
коммуна́льный,communal,коммунальная квартира communal flat (shared by several families),,
космона́вт,cosmonaut,,,
краб,crab,,,
кра́сться (i),to creep,"i крадусь, крадёшься, past крался, кралась",,
кро́ткий,"gentle, meek",,,
кругозо́р,"horizon, outlook",,,
кружи́ть (i) (+a),to spin / circle,"i кружу, кружишь",,
кры́мский,Crimean,,,
кудря́вый,curly,,,
ку́рсы (m pl),"course, courses (of study)",m pl / g pl курсов,,
лави́на,avalanche,,,
лампа́да,icon-lamp,,,
ландша́фт,landscape,,,
легкомы́слие,thoughtlessness,,,
ле́топись (f),chronicle,f,,
ло́вля,catching,g pl ловeль / рыбная ловля fishing,,
ло́жный,FALSE,,,
лу́па,magnifying glass,,,
лю́лька,cradle,g pl люлек,,
магистра́ль (f),main line / main road,f,,
магни́т,magnet,,,
ма́мин,mother’s (possessive adj),"f мамина, n мамино",,
ма́ртовский,March (adj),,,
маскиро́вка,"disguise, camouflage",,,
мах,"swing, stroke",одним махом at one stroke,,
ма́ятник,pendulum,,,
мгнове́нный,instantaneous / momentary,,,
ме́дик,doctor / medical specialist,,,
медли́тельный,slow,,,
месть (f),revenge,f,,
мета́ть/метну́ть (+a),"to throw, cast","i мечу, мечешь",,
ме́тко,accurately,,,
механизи́ровать (i/p) (+a),to mechanize,i/p механизирую,,
мира́ж,mirage,,,
миф,myth,,,
многовеково́й,centuries-old,,,
мобилиза́ция,mobilization,,,
морщи́на,wrinkle,,,
мох,moss,pr sg во мху,,
мураве́й,ant,"g sg муравья, g pl муравьёв",,
муть (f),sediment,f,,
мы́сленный,mental,,,
мыча́ть (i),to moo / bellow,"i мычу, мычишь",,
наба́т,alarm bell,,,
наве́ки,for ever,,,
на́глый,impudent,,,
надстро́йка,additional storey / superstructure,g pl надстроек,,
наёмник,mercenary,,,
нали́чный,available / cash (adj),наличные деньги cash / наличный расчёт cash payment,,
напрями́к,directly / bluntly (coll),,,
наса́живать/насади́ть (+a на +a),to fix (sth onto sth),"p насажу, насадишь",,
населённый,inhabited,"населённый пункт locality, place",,
наси́льно,by force,,,
на́смерть,to (the) death,испугать насмерть to frighten to death,,
настора́живаться/насторожи́ться,"to prick up one’s ears, be on one’s guard",,,
насыща́ть/насы́тить (+a +inst),"to satiate / fill (sth with sth), saturate",,,
насы́щенный,saturated / rich (in content),,,
на́те,"here you are, take it (coll)",,,
натя́гивать/натяну́ть (+a),to pull tight / pull on,"p натяну, натянешь",,
неблагоприя́тный,unfavourable,,,
невесёлый,joyless,,,
неве́сть,no-one knows (coll),невесть почему God knows why,,
невзра́чный,unattractive,,,
негра́мотность (f),illiteracy,f,,
незамени́мый,irreplaceable,,,
немину́емо,inevitably,,,
необозри́мый,immense,,,
необы́чно,unusually,,,
неосторо́жный,careless,,,
неотъе́млемый,"inalienable, integral",,,
непоправи́мый,irreparable,,,
непреме́нный,indispensable,непременное условие sine qua non,,
неприли́чно,indecently,,,
неравноме́рный,irregular,,,
несло́жный,uncomplicated,,,
несомне́нный,undoubted,,,
нетро́нутый,untouched,,,
неудо́бство,"discomfort, inconvenience",,,
неусто́йчивый,unstable,,,
неприе́млемый,unacceptable,,,
но́тка,note (sound),g pl ноток / нотка недоверия note of distrust,,
ну́дный,tedious,,,
оби́женный,offended,,,
обита́ть (i),"to live, reside",,,
обкла́дывать/обложи́ть (+a),to put round,"p обложу, обложишь",,
облага́ть/обложи́ть (+a),to assess (for tax),"p обложу, обложишь",,
обнима́ться/обня́ться,to embrace one another,"p обнимусь, обнимешься, pl past обнялись",,
обогаща́ться/обогати́ться,to become rich,"p обогащусь, обогатишься",,
обогаща́ть/обогати́ть (+a),to enrich,,,
