зелёный,green,зелёная книга | a green book,,
нёбо,"sky, heaven",небеса | the heavens,,
встреча́ть/встре́тить (+a),to meet,Я встречу вас на вокзале / Ты встретишь Новый год с нами? | I shall meet you at the station / Will you see the New Year in with us?,,
отноше́ние (к +d),"attitude, relation (to) / (pl) relations",его отношение к вам / англо-русские отношения | his attitude to you / Anglo-Russian relations,,
ба́бушка,grandmother,много бабушек | many grandmothers,,
де́тский,children’s,детский сад | kindergarten,,
остана́вливаться/останови́ться,to stop,p: Я остановлюсь перед домом / Он не остановится | I shall stop in front of the house / He will not stop,,
отве́т,answer,ответ на вопрос | answer to a question,,
во́семь,eight,в восьми школах | in eight schools,,
доска́,board,писать на доске | to write on the board,,
появля́ться/появи́ться,to appear,Скоро появится его жена | His wife will soon appear,,
неде́ля,week,восемь недель | eight weeks,,
заво́д,factory,Он работает на заводе  | Не works in a factory,,
фо́рма,form,форма правления | form of government,,
явля́ться (i) (+inst),to be (sth) (formal),Он является директором | He is the director,,
вещь (f),thing,Все его вещи в этом чемодане | All his things are in this suitcase,,
геро́й,hero,герой войны | war hero,,
кро́ме (+g),"except, besides",кроме меня / кроме того | except me / moreover/in addition,,
поднима́ться/подня́ться,"to rise, climb",Я поднимусь на третий этаж / Они поднимутся на гору | I shall climb to the 3rd floor / They will climb the hill,,
съезд,congress,дворец съездов | palace of congresses,,
то́чно,exactly / punctually,точно в час | at one o’clock precisely,,
ход,movement,на полном ходу / ход событий | at full speed / course of events,,
равно́,"equal, alike (adv)",Всё равно / Не всё ли равно? | It’s all the same / What difference does it make?,,
шаг,step,сделать шаг вперёд | to take a step forward,,
клуб,club,клуб художников | artist’s club,,
кру́пный,"large, important",крупные промышленные центры | large industrial centres,,
вспомина́ть/вспо́мнить (+a or о +pr),"to remember, recall",Ты вспомнишь о ней? | Will you remember her?,,
небольшо́й,small,Суздаль - город небольшой | Suzdal' is not a large town,,
худо́жественный,artistic,"художественная литература | belles-lettres, fiction (artistic literature)",,
кто-то,someone,Кто-то вошёл | Someone came in,,
нра́виться/по- (+d),to please (s. o.),"Она нам нравится | We like her / p: понравлюсь, понравишься",,
шко́льный,school (adj),школьные годы | school years,,
госуда́рство,state,глава государства | head of state,,
америка́нский,American,американская армия | American army,,
стро́ить/по- (+a),to build,Мы строим новую жизнь | We are building a new life,,
восьмо́й,eighth,на восьмом съезде партии | at the eighth party congress,,
немно́го (+g),"a little, not much",Денег осталось совсем немного | There is very little money left,,
па́уза,pause,сделать паузу | to pause,,
пока́зывать/показа́ть (+a +d),to show (sth to s.o.),Она показывала ему свою квартиру | She was showing him her flat / Я покажу тебе дорогу | I shall show you the way,,
далеко́,far,Иван живёт далеко от нас | Ivan lives far from us,,
зате́м,"after that, then",Они выпили и затем продолжали разговор | They had a drink and then continued their talk,,
зда́ние,building,новые здания | new buildings,,
одна́жды,"once, one day",однажды вечером | one evening,,
пти́ца,bird,Птицы летят на юг | The birds are flying south.,,
самолёт,aeroplane,на самолёте | by plane,,
семь,seven,семь новых зданий / с семью друзьями | seven new buildings / with seven friends,,
шофёр,driver,шофёр такси | taxi driver,,
две́сти,two hundred,больше двухсот | more than two hundred,,
изве́стный,well-known,известные учёные | well-known scholars,,
пра́вильно,correctly,Он ответил правильно | He answered correctly,,
реше́ние,decision / solution,принять решение | to take a decision,,
ве́чером,in the evening,Он приедет вечером | He will come in the evening,,
гото́вый,ready,Вы готовы? | Are you ready?,,
стара́ться/по- (+inf),to try,Она старалась открыть дверь | She was trying to open the door,,
наприме́р,for example,"Есть хорошие книги, «Война и мир», например | There are good books, “War and Peace”, for example",,
просто́й,simple,простые люди | ordinary people,,
произведе́ние,a work,произведения Толстого | Tolstoi’s works,,
учи́ть/вы- (+a),to learn (sth),Я учу новые русские слова | I am learning new Russian words,,
учи́ть/на- (+а +d),to teach (s.o. sth),"Он учит её русскому языку | He is teaching her Russian / p научу, научишь",,
ино́й,other,иными словами / тот или иной | in other words / one or other,,
результа́т,result,результаты нашей работы | results of our work,,
до́ктор,doctor,доктора | doctors,,
случа́ться/случи́ться,to happen,"Он спросил, что случилось | He asked what happened",,
называ́ть/назва́ть (+a +inst),"to call, name (s.o. sth)","Никто не называл её красивой | No-one called her beautiful p назову, назовёшь",,
ва́жный,important,важные люди | important people,,
зна́ние,knowledge,знания русского языка | knowledge of Russian,,
улыба́ться/улыбну́ться (+d),to smile (at),Она не улыбнётся | She will not smile,,
пло́хо,badly,Он плохо знает английский язык | He doesn’t know English well,,
учи́ться/на- (+inf),to learn (to do sth),Он научился говорить по-русски | He learned to speak Russian,,
открыва́ть/откры́ть (+a),to open / to discover,p Я открою дверь / Ты откроешь окно | I shall open the door / You will open the window,,
остава́ться/оста́ться,to stay,i: Она остаётся на ночь / Оставалось пять минут | She is staying the night / There were five minutes left / p: Я останусь здесь | I shall stay here,,
нау́ка,science / scholarship,общественные науки | social sciences,,
ка́мень (m),stone,из камня / много камней | made of stone / many stones,,
про́тив (+g),against / opposite,против войны / против школы | against war / opposite the school,,
разви́тие,development,общественное развитие | social development,,
бог,God,Боже мой! | My goodness!,,
о́бщество,society,развитие общества | development of society,,
ничего́,"nothing / all right, not too bad / never mind",-Как дела? -Ничего / -Простите -Ничего | - How are things? - All right / - I’m sorry - It doesn’t matter,,
усло́вие,condition,хорошие условия | good conditions,,
господи́н (pl господа́),gentleman / Mr,Дамы и господа! Это господин Смит | Ladies and Gentlemen! This is Mr Smith,,
солда́т,soldier,много солдат | many soldiers,,
револю́ция,revolution,Октябрьская революция | the October Revolution,,
начина́ться/нача́ться,to begin,Занятия начинаются на следующей неделе | Classes begin next week / Собрание скоро начнётся | The meeting will soon begin,,
о́бласть (f),"oblast, province / area, field (of activity)",g pl областей,,
что́-то,"something / (coll) somewhat, somehow",g чего-то,,
власть (f),power,g pl властей / власти authorities,,
судьба́,fate,"nom pl судьбы, g pl судеб",,
де́йствие,"act, action",,,
ме́ра,measure,принять меры to take measures,,
эне́ргия,energy,,,
ряд,"row, line, series","nom pl ряды / pr в ряду: row, line / pr в ряде: series",,
находи́ться/найти́сь,"to be situated / to be found, turn up","i нахожусь, находишься / p: найдусь, найдёшься / past нашёлся, нашлась",,
положе́ние,position,,,
гляде́ть/по- (на +a),to look (at),"i: гляжу, глядишь / p: погляжу, поглядишь",,
век,"century / age, era",nom pl века / в прошлом веке last century,,
миллио́н,million,,,
обще́ственный,"social, public",общественное мнение public opinion,,
основно́й,"basic, fundamental",,,
генера́л,general (noun),,,
интере́с,interest,интерес к языкам interest in languages,,
легко́,easily / it is easy,,,
материа́л,material,,,
цель (f),"target, purpose",с целью +g with the object of,,
ого́нь (m),fire / light,g sg огня / nom pl. огни,,
зако́н,law,,,
приро́да,nature,закон природы law of nature,,
ма́сса,mass,трудящиеся массы the working masses,,
бой,battle,"pr sg бою, nom pl бой, g pl боёв",,
полити́ческий,political,,,
луч,"ray, beam","g sg луча, nom pl лучи, g pl лучей",,
волна́,wave,"nom pl волны, g pl волн, d pl волнам",,
проце́сс,"process / trial, lawsuit",,,
нау́чный,"scientific, scholarly",,,
разли́чный,"different, various",,,
мирово́й,world (adj),,,
систе́ма,system,,,
лист,leaf (of plant) / sheet (of paper),"(nom pl листья, g pl листьев) leaf (of plant) / (nom pl листы, g pl листов) sheet (of paper) / g sg листа",,
хоть,"even if, if only, even, although",Заходи хоть на минуту Drop in if only for a moment,,
ребёнок,child,"g sg ребёнка / nom pl дети, g pl детей",,
связь (f),"connection, link, communication",отделение связи post office / в связи с +inst in connection with / торговые связи trade links,,
вообще́,in general,,,
ве́рить/по-,"to believe (+d) s.o. or sth, (в +a ) in s.o. or sth","i: верю, веришь",,
мужчи́на (m),man,двое мужчин two men,,
что-нибу́дь,anything,g чего-нибудь,,
представля́ть/предста́вить (+a),"to present, introduce","p: представлю, представишь / представить себе to imagine",,
иска́ть/по- (+a or +g),"to search for, to look for","i: ищу, ищешь",,
писа́тель (m),writer,,,
промы́шленность (f),industry,,,
учёный (m) (adj),"learned, scholarly / (as noun) scholar, scientist",,,
ве́рно,"faithfully, truly / it is true",,,
служи́ть/по-,to serve,"i служу, служишь/p послужу, послужишь / послужить примером to serve as an example",,
прави́тельство,government,,,
экономи́ческий,economic,,,
есть/съ- (+a),to eat,"i: ем, ешь, ест, едим, едите, едят, past ел, ела / p съем, съешь, съест, съедим, съедите, съедят, past съел, съела",,
рабо́чий (m) (adj),(blue collar) worker / working,жизнь рабочего life of a worker / рабочий класс working class,,
совреме́нный,"modern, contemporary",,,
рабо́тник,"worker, s.o. who works",партийные работники party workers,,
чёрт,devil,"g sg чёрта, nom pl черти, g pl чертей",,
ка́чество,quality,,,
междунаро́дный,international,,,
офице́р,officer,,,
пробле́ма,problem,,,
тре́бовать/по- (+g),to demand,"i: требую, требуешь / p потребую",,
коммуни́зм,communism,,,
кора́бль (m),ship,g sg корабля,,
класс,class / classroom,рабочий класс working class,,
киломе́тр,kilometre,,,
число́,number / date,"nom pl числа, g pl чисел",,
ба́за,base / depot,на базе +g on the basis of,,
па́лец,finger / toe,g sg пальца,,
коли́чество,quantity,,,
коммуни́ст,communist,,,
побе́да,victory,,,
река́,river,"a sg реку, g sg реки, nom pl реки, d pl рекам",,
пить/вы- (+a or +g),"to drink, have an alcoholic drink","выпивать i/пить i / i: пью, пьёшь, past пил, пила, пило / p: выпью, выпьешь",,
челове́ческий,human (adj),,,
гора́,"mountain, hill","a sg гору, g sg горы, nom pl горы, g pl гор, d pl горам / в гору uphill",,
ми́лый,"nice, dear",,,
поли́тика (no pl),"politics / policy, policies",,,
произво́дство,production,производство машин car production,,
национа́льный,national / ethnic,национальное меньшинство ethnic minority,,
холо́дный,cold,,,
госуда́рственный,state (adj),,,
отку́да,from where,Откуда он знает? How does he know?,,
сло́жный,"complicated, complex",,,
бога́тый,rich,,,
броса́ть/бро́сить (+a),"to throw / abandon, give up","p: брошу, бросишь",,
строи́тельство,construction,,,
значе́ние,"meaning, importance",,,
председа́тель (m),chairman,,,
хара́ктер,character,,,
необходи́мый,essential,,,
смея́ться/за-/рас- (над +inst),to laugh (at),"i: смеюсь, смеёшься",,
боро́ться (i) (с +inst),to struggle (against),"i: борюсь, борешься / за +a for",,
изде́лие,(manufactured) article,,,
осо́бый,special,,,
смерть (f),death,"nom pl смерти, g pl смертей",,
статья́,"article (newspaper, journal)",g pl статей,,
счёт,"bill, account / count, score",nom pl счета / счёты abacus,,
весьма́,"very, extremely",,,
се́льский,"rural, country",сельское хозяйство agriculture,,
сре́дство,means / (pl) resources,транспортные средства means of transport,,
подо́бный,similar,,,
приме́р,example,,,
революцио́нный,revolutionary,,,
ско́рость (f),speed,"nom pl скорости, g pl скоростей",,
факт,fact,,,
ма́лый,small,,,
чай,tea,"nom pl чай, g pl чаёв",,
тёмный,dark,,,
явле́ние,phenomenon,,,
состоя́ть (i) (из +g),to consist (of),состоит,,
я́сно,clearly / it is clear,,,
то́чка,"dot, point / full stop",g pl точек / точка зрения point of view,,
сто́ить (i),"to cost, to be worth",стоит / Сколько это стоит? How much is this?,,
ум,"mind, intellect",g sg ума,,
вполне́,"fully, entirely",,,
собы́тие,event,,,
существова́ть (i),to exist,"существую, существуешь",,
кабине́т,"study, office",,,
спаси́бо,thank you,,,
враг,enemy,g sg врага,,
глубо́кий,deep,,,
францу́зский,French (adj),,,
бли́зкий,"close, near",,,
ах,"ah!, oh!",,,
де́ятельность (f),activity,no pl,,
приводи́ть/привести́ (+a),to bring (s.o.) / (к +d) lead to,"i: привожу, приводишь / p: приведу, приведёшь, past привёл, привела",,
тру́бка,"tube, pipe / telephone receiver",g pl трубок,,
англи́йский,English / British (adj),,,
сей,this (=этот) (bookish / used in set phrases),"f сня, n сие, nom pl сии / сего месяца of this month / до сих пор up till now",,
температу́ра,temperature,,,
состоя́ние,"state, condition / fortune",,,
сча́стье,"happiness, luck",,,
смысл,"sense, meaning",,,
рубль (m),rouble,g sg рубля,,
вчера́,yesterday,,,
пра́вый,right / right-wing,прав -а -о -ы (short forms) Она права She’s right,,
а́втор,author,,,
большинство́,majority,,,
изве́стно,it is (well) known,,,
ме́лкий,"small, petty, fine",,,
тече́ние,"flow, current / course","в течение +g during, in the course of",,
ору́жие,"arms, weapons",no pl,,
муж,husband,"nom pl мужья, g pl мужей, d pl мужьям",,
происходи́ть/произойти́,to happen / to originate,"i: происхожу, происходишь / p: произойдёт, past произошло",,
свобо́дный,free,,,
иде́я,idea,,,
уси́лие,effort,приложить все усилия to make every effort,,
ли́ния,line,,,
иску́сство,art,,,
соста́в,"composition, make-up",,,
капитали́зм,capitalism,,,
литерату́ра,literature,,,
страни́ца,page,,,
бить/по- (+a),"to beat, hit","i: бью, бьёшь, p: бить/побить / побью, побьёшь",,
ина́че,otherwise,,,
чита́тель (m),reader,,,
наибо́лее,(the) most,,,
рост,"growth, increase / height",,,
америка́нец,American (noun),g sg американца,,
ко́рень (m),root,"g sg корня, nom pl корни, g pl корней",,
не́мец,German (noun),g sg немца,,
не́бо,serious,,,
сво́йство,"characteristic, property",,,
взгля́дывать/взгляну́ть (на +a),"to look, glance (at)","p: взгляну, взглянешь",,
высоко́,high (up) / highly / it is high,,,
населе́ние,population,,,
стекло́,glass (material),"nom pl стёкла, g pl стёкол, d pl стёклам / двойные стёкла double glazing",,
теа́тр,theatre,,,
наде́жда,hope,,,
дово́льно,"fairly, rather / contentedly / (+g) enough",,,
край,"edge / region, area","pr sg в краю, nom pl края, g pl краёв",,
мужи́к,(Russian) peasant,g sg мужика,,
степь (f),steppe,"pr sg о степи, в степи / nom pl степи, g pl степей",,
цвет,colour / blossom / prime,nom pl цвета / в цвету in blossom,,
дед,grandfather,,,
осно́ва,"base, foundation",,,
ра́но,early / it is early,,,
техни́ческий,technical / engineering,,,
счастли́вый,"happy, lucky","short forms счастлив, счастлива",,
круг,circle,"pr sg в кругу, nom pl круги",,
моме́нт,moment / feature (of a situation),важные моменты ситуации important features of the situation,,
необходи́мо,it is essential / it is necessary,,,
строй,"system, structure / military formation",pr sg в строю,,
дочь (f),daughter,"g, d, pr sg дочери, inst sg дочерью, nom pl дочери, g pl дочерей, d pl дочерям, inst pl дочерьми, pr pl дочерях",,
испо́льзовать (i/p) (+a),to make use of,использую,,
мини́стр,minister (government),,,
си́ний,dark blue,,,
передава́ть/переда́ть (+a),"to pass, hand over / transmit, convey","i: передаю, передаёшь / p: передам -дашь -даст -дадим -дадите -дадут, f past передала",,
програ́мма,programme,,,
деся́ток,ten / a decade,g sg десятка,,
кровь (f),blood,"pr sg о крови, в крови / g pl кровей",,
отдава́ть/отда́ть (+a),to give back / to give away / to return,"i: отдаю, отдаёшь / p: отдам, отдашь, отдаст, отдадим, отдадите, отдадут / f past отдала",,
отде́льный,"separate, individual",,,
свобо́да,freedom,,,
хвата́ть/хвати́ть (+g),"(3rd pers +g) to be enough, suffice",i: Времени не хватает There isn’t enough time / p: хватит / Времени хватит There will be enough time,,
вну́тренний,"inner, interior, internal",,,
выступа́ть/вы́ступить,to appear in public / protrude / to speak (publicly),"выступать с речью to make a speech / p: выступлю, выступишь",,
ка́к-то,"somehow / (coll) once, at one time",,,
занима́ть/заня́ть (+a),to occupy,"p: займу, займёшь, past занял, заняла, заняло",,
представи́тель (m),representative,,,
фронт,front (war),"nom pl фронты, g pl фронтов",,
бога́тство,"wealth, riches",,,
жела́ть/по- (+g),"to want, wish (for)",,,
како́й-нибу́дь,any / any kind of,,,
глубина́,depth,nom pl глубины,,
ми́мо (+g),past,пройти мимо дома to walk past the house,,
управле́ние,management / administration / control,,,
сла́ва,"glory, fame",,,
со́тня,a hundred,g pl сотен,,
стра́шный,"terrible, dreadful",,,
тем,(by) so much,inst of тот / тем лучше so much the better,,
весна́,spring (season),"nom pl вёсны, g pl вёсен, d pl вёснам",,
де́йствовать/по-,"to act, function, affect","i: действую, действуешь",,
пол,floor / sex,"(pr sg на полу, nom pl полы) floor / (nom pl полы, g pl полов) sex",,
проце́нт,"percent, percentage",пять процентов 5 per cent / проценты interest,,
ро́дина,"homeland, native land",на родине in one’s homeland,,
сце́на,stage (theatre) / scene,,,
значи́тельный,significant,,,
метр,metre (measurement),,,
чужо́й,someone else’s / foreign,,,
во́ля,"will / freedom, liberty",,,
зуб,tooth,"nom pl зубы, g pl зубов",,
ме́нее,less,тем не менее none the less,,
ме́тод,method,,,
проща́ть/прости́ть (+a),"to forgive (s.o. or sth), pardon","p: прощу, простишь / Простате! Excuse mе",,
свя́зывать/связа́ть (+a),"to tie / to connect, bind","i вязать or связывать / p свяжу, свяжешь",,
я́ркий,bright,,,
песо́к,sand,g sg песка,,
у́ровень (m),level / standard,g sg уровня,,
истори́ческий,historical / historic,,,
исто́чник,source,,,
полови́на,half,,,
слу́жба,service,,,
ла́дно,harmoniously / all right (unenthusiastic agreement),"Ладно, пусть будет по-твоему All right, have it your own way",,
меша́ть/по- (+d),"to disturb, hinder, prevent / (+a) stir",,,
село́,village,nom pl сёла / на селе in the country,,
впро́чем,"however, but / or rather",,,
горя́чий,hot,,,
образова́ние,education / formation,,,
то́нна,"ton (1,000 kilogrammes)",,,
вызыва́ть/вы́звать (+a),to summon / cause,"p: вызову, вызовешь",,
зре́ние,"eyesight, vision",,,
морско́й,"sea, marine / naval",,,
остально́й,the rest (of),Где остальные? Where are the others?,,
се́мя (n),seed,"g sg семени, nom pl семена, g pl семян, d pl семенам",,
си́льно,strongly / very much,,,
то́нкий,"thin, slender / fine, subtle",,,
флот,fleet,,,
бесе́да,"talk, discussion",,,
да́нный,given,данные data,,
доста́точно,sufficiently / (+g) enough,,,
еди́нственный,"only, sole",,,
ла́мпа,lamp,,,
проду́кция,"production, output",,,
центр,centre,,,
во́все,at all,вовсе не not at all,,
за́падный,western,,,
корреспонде́нт,correspondent,,,
пожа́луй,very probably,,,
приём,"reception / method, device",часы приёма consulting hours,,
про́чий,other,и прочее (abbr и пр. or и проч.) etcetera / между прочим by the way,,
стра́шно,terribly / it is terrible,,,
во́зле (+g),"by, near",,,
вон,"out, away / over there",Вон отсюда! Get out! вон там over there,,
парти́йный,party (adj),партийное руководство party leadership,,
телефо́н,telephone,,,
удава́ться/уда́ться (+d),to succeed,"i: удаётся / Ему всё удаётся He’s successful at everything / p: удастся, past удалось / Ей удалось найти место She managed to find a seat",,
бы́стрый,"quick, fast",,,
крестья́нин,peasant,"nom pl крестьяне, g pl крестьян, d pl крестьянам",,
вы́ход,"exit, way out",,,
пыта́ться/по- (+inf),to attempt,,,
стих,line of poetry,"g sg стиха / стихи verses, poetry",,
пери́од,period,,,
убива́ть/уби́ть (+a),to kill / to murder,"p: убью, убьёшь",,
дру́жба,friendship,,,
едва́,"hardly, scarcely, only just","едва (ли) не nearly, almost",,
неуже́ли,really? is it possible?,Неужели он не знает? Does he really not know?,,
сте́пень (f),"degree, extent",g pl степеней,,
боево́й,"fighting, battle",,,
"во́йска (n, pl)","troops, army",sg войско,,
ка́рта,"map, card",,,
направле́ние,direction,,,
челове́чество,mankind,,,
вро́де (+g),"like, such as",что-то вроде песка something like sand,,
грома́дный,enormous,,,
лёгкий,"light, easy",,,
по́льзоваться/вос- (+inst),"to use, make use of","i: пользуюсь, пользуешься / p воспользуюсь",,
предложе́ние,"offer, suggestion / sentence (grammar)",,,
элеме́нт,element,,,
явля́ться/яви́ться,to appear,"p: явлюсь, явишься",,
вероя́тно,probably,,,
печь/ис- (+a),to bake,"i: пеку, печёшь, пекут / past пёк, пекла",,
печь (f),stove,"pr sg о печи, в печи / g pl печей",,
каза́ться/по-,"to seem, to appear, to show oneself","i: казаться or показываться / Кажется, всё хорошо | It seems all is fine / покажусь, покажешься",,
у́мный,intelligent,,,
глава́,"head, chief / chapter",nom pl главы,,
пла́кать/за-,"to cry, weep, p: to begin to cry","i: плачу, плачешь / p заплачу, заплачешь",,
сквозь (+a),through,,,
спо́соб,"way, method",,,
спосо́бный,"able, capable",,,
це́рковь (f),church,"g sg церкви, inst sg церковью, nom pl церкви, g pl церквей, d pl церквам",,
"часы́ (m, pl)","watch, clock",g pl часов,,
честь (f),honour,"pr sg о чести, в чести, g pl честей",,
откры́тый,open (adj),,,
па́мять (f),memory,no pl,,
поня́тно,understandably / I see! I understand!,,,
совеща́ние,"meeting, conference",на совещании at a meeting,,
замеча́тельный,"remarkable, splendid",,,
знамени́тый,famous,,,
предме́т,"object, article / subject, topic",,,
слеза́,tear,"nom pl слёзы, g pl слёз, d pl слезам / слёзы радости tears of joy",,
где́-то,somewhere,,,
дно,"bottom (of sea, river, well, vessel)","nom pl донья, g pl доньев / на дне моря at the bottom of the sea",,
магази́н,"shop, store",,,
вещество́,"substance, matter",,,
созда́ние,creation / creature,,,
стару́ха,old woman,,,
карма́н,pocket,,,
музе́й,museum,,,
па́дать/пасть,to fall,"пасть: паду, падёшь / past пал, пала/упасть: упаду, упадёшь / past упал упала",,
я́сный,clear,,,
пове́рхность (f),surface,,,
бли́зко,"it is near, it is not far / near, close / closely",,,
заявля́ть/заяви́ть (о +pr),to announce,"i заявляю, заявляешь / p: заявлю, заявишь",,
золото́й,"gold, golden",,,
коле́но,knee,"nom pl колени, g pl коленей / колен in set phrases: встать с колен to get up from one’s knees",,
ра́вный,equal (adj),,,
сле́дующий,"following, next",,,
снима́ть/снять (+a),to take off / photograph / rent,"p: сниму, снимешь, f past сняла",,
страх,fear,,,
тёплый,warm,,,
высота́,height,nom pl высоты,,
му́зыка,music,,,
остро́в,island,nom pl острова,,
относи́ться/отнести́сь (к +d),"to relate to / to regard, treat","i: отношусь, относишься / p отнесусь, отнесёшься, past отнёсся, отнеслась",,
перестава́ть/переста́ть (+inf),"to cease, stop","i перестаю, перестаёшь / p перестану, перестанешь",,
столь,so,столь важно so important,,
ми́рный,"peace, peaceful",мирный договор peace treaty,,
тру́дный,difficult,,,
до́лгий,long (in time),,,
желе́зный,iron (adj),,,
прямо́й,"straight, direct",,,
социа́льный,social,социальное положение social status,,
во́лос,(a) hair,"nom pl волосы, g pl волос, d pl волосам",,
воспита́ние,upbringing,,,
дитя́ (n),child,"g, d, pr sg дитяти / inst дитятею / nom pl дети, g pl детей, d pl детям, inst pl детьми, pr pl детях",,
покупа́ть/купи́ть (+a),to buy,"p: куплю, купишь",,
луна́,moon,nom pl луны,,
пуска́ть/пусти́ть (+a),to allow / let in / let go,"p: пущу, пустишь",,
вме́сто (+g),instead of,,,
несмотря́ (на +a),in spite of,,,
кула́к,fist / kulak (rich peasant),g sg кулака,,
ку́хня,kitchen,g pl кухонь,,
любо́вь (f),love,"g sg любви / inst sg любовью, d sg/pr sg любви",,
рису́нок,drawing,g sg рисунка,,
слой,"layer, stratum","nom pl слой, g pl слоев",,
те́ма,"subject, topic, theme",,,
цена́,price,"a sg цену, nom pl цены, g pl цен, d pl ценам",,
конь (m),horse,"g sg коня, nom pl кони, g pl коней",,
материа́льный,material (adj),,,
тео́рия,theory,,,
ба́ба,"peasant woman / (coll) old woman, woman",,,
теря́ть/по- (+a),to lose,"i: теряю, теряешь / p: потеряю, потеряешь",,
прекра́сный,"beautiful, fine",,,
род,"family, kin / birth, origin / sort, kind / gender",pr sg в роду / nom pl роды / роды childbirth,,
голубо́й,light blue,,,
госпо́дь (m),"God, the Lord",g sg господа / Господи! Oh Lord! Good Heavens!,,
губа́,lip,"nom pl губы, g pl губ, d pl губам",,
посыла́ть/посла́ть (+a),to send,"p: пошлю, пошлёшь",,
руководи́тель (m),"leader, manager / instructor, supervisor",,,
специа́льный,special,,,
тётя,aunt,g pl тётей,,
центра́льный,central,,,
всего́,"in all, altogether / only",,,
вы́вод,"conclusion, deduction",сделать вывод to draw a conclusion,,
выполня́ть/вы́полнить (+a),"to carry out, fulfil","i: выполняю, выполняешь",,
зерно́,"grain, seed","nom pl зёрна, g pl зёрен, d pl зёрнам / кофе в зёрнах coffee beans",,
молодёжь (f),young people,,,
эх,"eh! oh! (expressing regret, annoyance, reproach, amazement)",,,
возмо́жно,possibly / possible / it is possible,,,
глубоко́,"deep / deeply, it is deep",,,
добива́ться/доби́ться (+g),"to obtain, achieve / to strive for / to get","p: добьюсь, добьёшься",,
ме́стный,local,,,
расте́ние,plant,,,
стари́к,old man,g sg старика,,
похо́д,"campaign / walking tour, expedition / cruise",,,
спи́на,back [noun],"a sg спину, nom pl спины",,
суди́ть (i/p) (о +pr),to judge / (+a) try (s.o.),"сужу, судишь / судя по +d judging by",,
умира́ть/умере́ть,to die,"p: умру, умрёшь, past умер, умерла, умерло",,
эконо́мика,economics / economy,,,
больно́й,"ill / sore / (as noun) patient, invalid",,,
дух,spirit / breath,,,
ни́же,"lower, below",,,
океа́н,ocean,,,
запа́с,"stock, supply / reserve",большой запас слов a large vocabulary,,
земно́й,"earthly, terrestrial",земной шар the globe,,
министе́рство,ministry (government),,,
обяза́тельно,"without fail, definitely",,,
по́льза,use / benefit,,,
предлага́ть/предложи́ть (+a +d),"to offer, propose (sth to s.o.)","p: предложу, предложишь",,
создава́ть/созда́ть (+a),to create,"i: создаю, создаёшь / p: -ам -ашь -аст -адим -адите -адут",,
вновь,"anew, again / newly",,,
зави́сеть (i) (от +g),to depend (on),"завишу, зависишь",,
плод,fruit,g sg плода / приносить плоды to bear fruit,,
ра́дио (n) (indecl),radio,,,
разнообра́зный,"various, varied",,,
существова́ние,existence,,,
бы́вший,former,,,
каса́ться/косну́ться (+g),to touch / to concern,"что касается +g as for, with regard to",,
ника́к,in no way / by no means,,,
основа́ние,"foundation, basis / founding",,,
прика́зывать/приказа́ть (+d),"to order, command s.o.","p: прикажу, прикажешь",,
родно́й,"native / own / (as noun, in pl) relatives, relations","родной язык native language, mother tongue / ваши родные your relatives",,
со́лнечный,"sun, solar / sunny",,,
стреми́ться (i) (к +d),to strive (for),"i: стремлюсь, стремишься",,
газ,gas,,,
ору́дие,"instrument / implement / (field) gun, piece of ordnance",,,
ра́дость (f),joy,,,
том,volume (book),nom pl тома,,
че́стный,honest,,,
иссле́дование,investigation / research,,,
ладо́нь (f),palm (of the hand),,,
определённый,definite / certain,,,
пози́ция,position,,,
ра́ди (+g),for the sake of,ради Бога for God’s sake,,
срок,"period (of time) / (last) date, deadline",,,
слы́шать/у- (+a),to hear,"Вы меня слышите? | Can you hear me? / p: услышу, услышишь",,
у́хо,ear,"nom pl уши, g pl ушей",,
шум,"noise, din",,,
аппара́т,apparatus,,,
гора́здо,much (with comparatives),гораздо лучше much better,,
капита́л,capital (financial),,,
плохо́й,bad,,,
пло́щадь (f),square / area,g pl площадей,,
по́езд,train,nom pl поезда,,
профе́ссор,professor,nom pl профессора,,
серьёзно,seriously,,,
соль (f),salt,g pl солей,,
сон,sleep / dream,g sg сна,,
тень (f),shade / shadow,"pr sg в тени, g pl теней",,
граждани́н,citizen,"nom pl граждане, g pl граждан",,
достава́ть/доста́ть (+a),"to get, obtain / take out / reach","i достаю, достаёшь / p: достану, достанешь",,
дура́к,fool,g sg дурака,,
и́бо,for (because),,,
ло́шадь (f),horse,"g pl лошадей, inst pl лошадьми, pr pl лошадях",,
пшени́ца,wheat,,,
сто́лько (+g),"so much, so many",,,
эпо́ха,"epoch, age",,,
дава́й(те),let’s (do sth),(+1st person pl р or i inf) Давайте выпьем Let’s have a drink,,
беда́,misfortune,"pl беды  / беда в том, что ... the trouble is that...",,
да́льний,"distant, remote",,,
закрыва́ть/закры́ть (+a),"to close, shut / to cover","p: закрою, закроешь",,
звезда́,star,"nom pl звёзды, g pl звёзд",,
обы́чный,usual,,,
проводи́ть/провести́ (+a),"to lead, conduct / spend (time)","i: провожу, проводишь / p: проведу, проведёшь, past провёл, провела",,
разгова́ривать (i),"to converse, talk",,,
разме́р,"size, scale, extent","размеры proportions, dimensions",,
разреша́ть/разреши́ть (+d of person),"to allow, permit / solve","p: разрешу, разрешишь",,
